1	0.06915	0.05345	0.0208	0.024975	0.080075	0.082375	0.058175	0.0825	0.073325	0.068125	0.065825	0.060825	0.05905	0.055625	0.050725	0.05	0.049075	0.045	0.04325	0.04075	0.0416	0.0375	0.03735	0.035825	0.034	0.032425	0.03155	0.030775	0.032325	0.0283	0.029075	0.02745	0.027475	0.026575	0.02575	0.025	0.024875	0.023375	0.02405	0.022375	0.0224	0.021625	0.02155	0.02085	0.019975	0.019175	0.02075	0.0191	0.018225	0.01825
1	0.317525	0.237475	0.224175	0.219175	0.18885	0.169325	0.16905	0.1464	0.134875	0.129075	0.119075	0.114	0.10975	0.103075	0.09675	0.092325	0.089025	0.0872	0.08165	0.0791	0.074825	0.072325	0.07065	0.06805	0.065725	0.063875	0.060725	0.0598	0.0598	0.05575	0.055625	0.053275	0.0524	0.051525	0.049125	0.0491	0.04655	0.045675	0.04565	0.044025	0.04475	0.041525	0.041475	0.03655	0.039125	0.035625	0.03645	0.036425	0.0364	0.03725
1	0.464175	0.368	0.39435	0.348925	0.294175	0.294775	0.2579	0.252725	0.250625	0.228125	0.21545	0.203625	0.194675	0.188475	0.178725	0.171525	0.164725	0.153875	0.153175	0.147125	0.138725	0.137375	0.12975	0.12705	0.12465	0.1195	0.115475	0.11215	0.109625	0.1089	0.103825	0.1014	0.09825	0.095725	0.0963	0.092325	0.08895	0.0888	0.0864	0.0832	0.08325	0.082025	0.080425	0.076375	0.06725	0.076225	0.06555	0.069625	0.064725	0.0688
1	0.57675	0.46515	0.479625	0.42835	0.42965	0.370875	0.359625	0.3439	0.32695	0.310375	0.3	0.28415	0.266825	0.254175	0.24895	0.2415	0.22565	0.22155	0.212775	0.201	0.200675	0.194675	0.183525	0.18025	0.174425	0.170575	0.1657	0.16325	0.1564	0.150775	0.149875	0.147375	0.1407	0.140025	0.135275	0.13115	0.130425	0.129125	0.122175	0.121875	0.119075	0.118575	0.11535	0.112575	0.094275	0.1077	0.0934	0.101575	0.09185	0.1005
1	0.665875	0.60335	0.54245	0.4888	0.497925	0.423525	0.44305	0.429275	0.395825	0.3727	0.36135	0.3513	0.33165	0.3217	0.305275	0.289375	0.2863	0.280975	0.263125	0.256025	0.2496	0.240025	0.23525	0.230725	0.22095	0.213975	0.209825	0.206475	0.19985	0.19535	0.189525	0.18405	0.181725	0.1791	0.173175	0.169825	0.16655	0.162525	0.1607	0.1578	0.15255	0.150275	0.148175	0.146525	0.125125	0.138375	0.124375	0.1283	0.11985	0.132275
1	0.71405	0.602275	0.607	0.545675	0.55445	0.483325	0.5	0.477975	0.45505	0.445375	0.416825	0.392375	0.384975	0.376875	0.3563	0.346375	0.333575	0.31865	0.31255	0.308725	0.293925	0.2844	0.2773	0.271575	0.2631	0.2608	0.250425	0.24065	0.238375	0.234425	0.22805	0.2228	0.2174	0.211075	0.208825	0.206825	0.199825	0.194525	0.19255	0.189575	0.1851	0.183225	0.17895	0.174525	0.149375	0.1704	0.147175	0.158525	0.14065	0.159075
1	0.744375	0.685325	0.657225	0.591125	0.600325	0.555325	0.544175	0.513325	0.504575	0.48755	0.4621	0.453875	0.4332	0.410475	0.400675	0.394175	0.37905	0.364675	0.3536	0.3444	0.33385	0.33165	0.319225	0.3052	0.300575	0.295925	0.28645	0.2814	0.2742	0.266625	0.2612	0.257475	0.25125	0.245225	0.24085	0.236475	0.23115	0.2292	0.224175	0.21685	0.213725	0.21225	0.208425	0.2035	0.17875	0.1965	0.17505	0.1862	0.16975	0.18455
1	0.7729	0.7162	0.7033	0.616575	0.64615	0.569675	0.580325	0.582475	0.55315	0.5154	0.504575	0.49215	0.47545	0.4576	0.443875	0.4289	0.4115	0.409825	0.397675	0.37855	0.3724	0.36355	0.34995	0.349175	0.338275	0.32585	0.319475	0.3154	0.307875	0.301225	0.294	0.287975	0.28025	0.27895	0.273375	0.26285	0.261375	0.256825	0.2508	0.24915	0.24335	0.23695	0.234525	0.230625	0.201	0.2042	0.187125	0.1866	0.181175	0.1923
1	0.750625	0.741375	0.702225	0.692725	0.683375	0.5998	0.6093	0.606825	0.580875	0.569875	0.54645	0.52285	0.50375	0.49625	0.487125	0.46175	0.4534	0.4414	0.4206	0.420475	0.41165	0.390675	0.385925	0.3772	0.36815	0.362925	0.353275	0.34355	0.33495	0.332475	0.3267	0.315325	0.312275	0.306275	0.29585	0.2961	0.29105	0.2817	0.2775	0.273975	0.269025	0.26625	0.2612	0.254375	0.224275	0.2371	0.21135	0.2157	0.20155	0.21755
1	0.745425	0.70935	0.7171	0.6711	0.676675	0.63	0.6376	0.616925	0.60215	0.595675	0.5819	0.559825	0.54495	0.526175	0.5029	0.500425	0.492475	0.465125	0.457725	0.448325	0.43345	0.429175	0.419425	0.405325	0.395	0.390525	0.3831	0.372925	0.3671	0.358275	0.347725	0.3466	0.34135	0.33	0.325325	0.319525	0.313725	0.31015	0.305125	0.29875	0.29175	0.28995	0.287025	0.27695	0.244175	0.244675	0.22035	0.217075	0.215925	0.2156
